customer_id,age,tenure_months,monthly_spend,num_support_tickets,region,plan_type,payment_method,churned
C0490,58,35,86.63,10,East,Standard,bank_transfer,0
C0491,38,27,67.27,3,South,Standard,credit_card,0
C0492,64,64,51.87,8,West,Basic,bank_transfer,0
C0493,58,36,126.75,8,South,Enterprise,bank_transfer,0
C0494,55,55,146.43,0,South,Enterprise,bank_transfer,0
C0495,55,59,104.92,0,East,Premium,bank_transfer,0
C0496,38,24,93.17,7,South,Premium,bank_transfer,0
C0497,66,48,109.21,4,Midwest,Premium,credit_card,0
C0498,36,13,107.91,8,Midwest,Premium,bank_transfer,0
C0499,31,61,36.59,7,East,Basic,paypal,1
C0500,53,39,101.62,9,West,Premium,bank_transfer,0
C0501,38,61,43.7,5,South,Basic,bank_transfer,0
C0502,38,45,42.71,5,East,Basic,paypal,1
C0503,40,46,104.5,7,Midwest,Premium,credit_card,1
C0504,31,22,97.97,9,Midwest,Premium,credit_card,0
C0505,42,84,105.47,9,Midwest,Premium,bank_transfer,1
C0506,59,67,132.76,2,West,Enterprise,credit_card,0
C0507,66,96,37.47,6,West,Basic,credit_card,0
C0508,25,4,135.62,1,West,Enterprise,bank_transfer,1
C0509,46,40,68.43,4,Midwest,Standard,paypal,0
C0510,23,5,109.37,5,Midwest,Premium,bank_transfer,1
C0511,30,90,77.36,7,Midwest,Standard,paypal,1
C0512,56,,43.49,5,Midwest,Basic,bank_transfer,0
C0513,,45,99.2,0,Midwest,Premium,bank_transfer,0
C0514,40,77,82.72,8,South,Standard,credit_card,1
C0515,37,21,143.54,3,South,Enterprise,credit_card,0
C0516,61,89,94.4,8,South,Premium,bank_transfer,0
C0517,,15,138.06,4,Midwest,Enterprise,credit_card,0
C0518,56,3,87.28,4,South,Standard,credit_card,1
C0519,31,2,127.65,6,South,Enterprise,bank_transfer,1
C0520,43,11,63.46,6,West,Standard,paypal,1
C0521,38,49,35.17,3,Midwest,Basic,bank_transfer,0
C0522,51,95,45.55,3,Midwest,Basic,bank_transfer,0
C0523,68,6,38.59,10,South,Basic,credit_card,1
C0524,35,15,78.46,5,West,Standard,credit_card,0
C0525,37,2,47.11,7,East,Basic,bank_transfer,0
C0526,65,80,111.2,10,West,Premium,credit_card,1
C0527,,17,128.05,8,South,Enterprise,bank_transfer,1
C0528,68,18,110.37,7,Midwest,Premium,paypal,0
C0529,58,24,95.42,7,South,Premium,paypal,1
C0530,50,38,101.08,7,West,Premium,paypal,1
C0531,23,80,107.18,3,South,Premium,paypal,0
C0532,46,25,141.91,2,South,Enterprise,bank_transfer,0
C0533,55,85,33.14,2,East,Basic,credit_card,0
C0534,24,74,139.11,8,South,Enterprise,credit_card,1
C0535,22,27,146.14,1,Midwest,Enterprise,paypal,0
C0536,48,48,53.41,4,West,Basic,paypal,0
C0537,35,67,34.63,3,Midwest,Basic,credit_card,0
C0538,62,23,141.4,10,South,Enterprise,paypal,1
C0539,28,22,76.3,8,South,Standard,paypal,0
C0540,44,41,108.97,6,Midwest,Premium,paypal,0
C0541,35,49,96.36,7,Midwest,Premium,bank_transfer,0
C0542,60,3,87.83,4,West,Standard,bank_transfer,0
C0543,66,36,64.45,7,South,Standard,credit_card,0
C0544,37,30,108.09,1,Midwest,Premium,paypal,0
C0545,52,23,143.47,9,West,Enterprise,paypal,0
C0546,46,11,55.97,5,South,Basic,bank_transfer,1
C0547,36,96,48.48,10,Midwest,Basic,credit_card,0
C0548,58,20,100.06,3,East,Premium,credit_card,0
C0549,58,65,37.77,4,Midwest,Basic,credit_card,0
C0550,25,71,128.83,6,Midwest,Enterprise,paypal,1
C0551,34,63,138.96,3,East,Enterprise,credit_card,0
C0552,65,74,34.93,6,Midwest,Basic,bank_transfer,0
C0553,63,4,91.4,5,Midwest,Premium,paypal,1
C0554,36,26,91.06,1,West,Premium,paypal,0
C0555,,37,40.93,1,South,Basic,bank_transfer,0
C0556,56,28,76.21,4,Midwest,Standard,paypal,0
C0557,46,75,38.64,0,South,Basic,credit_card,0
C0558,22,9,139.17,10,South,Enterprise,credit_card,1
C0559,46,30,135.22,1,South,Enterprise,bank_transfer,0
C0560,54,59,33.03,8,South,Basic,bank_transfer,0
C0561,44,88,96.24,4,East,Premium,paypal,0
C0562,46,4,92.87,5,Midwest,Premium,paypal,1
C0563,65,79,72.85,9,East,Standard,bank_transfer,0
C0564,56,17,78.96,9,East,Standard,credit_card,0
C0565,30,56,79.06,9,East,Standard,bank_transfer,0
C0566,29,24,108.83,2,West,Premium,bank_transfer,0
C0567,,95,90.95,3,West,Premium,credit_card,0
C0568,61,35,77.51,3,West,Standard,bank_transfer,0
C0569,54,78,140.51,5,East,Enterprise,bank_transfer,1
C0570,36,5,141.88,0,South,Enterprise,bank_transfer,0
C0571,35,9,86.1,7,Midwest,Standard,paypal,1
C0572,49,52,47.81,6,South,Basic,bank_transfer,1
C0573,56,68,45.54,7,Midwest,Basic,credit_card,0
C0574,24,72,135.42,10,West,Enterprise,credit_card,1
C0575,40,60,72.98,9,West,Standard,paypal,1
C0576,63,58,50.79,1,East,Basic,paypal,0
C0577,50,4,73.8,3,Midwest,Standard,credit_card,0
C0578,67,21,34.37,7,South,Basic,credit_card,1
C0579,54,79,71.85,6,West,Standard,credit_card,0
C0580,31,21,66.65,0,Midwest,Standard,bank_transfer,0
C0581,40,,65.06,2,East,Standard,credit_card,0
C0582,53,64,47.81,7,East,Basic,credit_card,1
C0583,50,11,38.36,8,South,Basic,paypal,1
C0584,33,19,48.99,0,East,Basic,credit_card,0
C0585,27,7,42.84,2,East,Basic,paypal,1
C0586,60,74,87.12,9,South,Standard,credit_card,0
C0587,46,9,143.93,1,South,Enterprise,bank_transfer,0
C0588,43,68,135.64,3,West,Enterprise,credit_card,0
C0589,27,62,98.1,5,South,Premium,paypal,1
C0590,30,79,135.51,10,Midwest,Enterprise,bank_transfer,0
C0591,40,25,35.07,7,West,Basic,paypal,0
C0592,48,6,96.09,10,East,Premium,credit_card,1
C0593,26,40,100.17,5,West,Premium,credit_card,1
C0594,61,4,67.04,5,Midwest,Standard,bank_transfer,0
C0595,62,59,99.02,6,West,Premium,paypal,0
C0596,57,69,37.41,10,South,Basic,bank_transfer,0
C0597,23,44,138.29,2,Midwest,Enterprise,credit_card,1
C0598,41,91,105.46,4,Midwest,Premium,credit_card,0
C0599,41,,91.55,5,West,Premium,credit_card,0
C0600,52,65,66.95,7,South,Standard,bank_transfer,0
C0601,55,87,67.33,0,Midwest,Standard,bank_transfer,0
C0602,,88,40.67,0,West,Basic,paypal,0
C0603,62,27,92.21,4,South,Premium,paypal,0
C0604,39,20,69.11,0,West,Standard,credit_card,0
C0605,31,91,101.93,2,West,Premium,bank_transfer,0
C0606,25,17,44.24,10,West,Basic,credit_card,1
C0607,33,91,138.02,4,South,Enterprise,credit_card,0
C0608,51,73,64.42,7,West,Standard,bank_transfer,0
C0609,51,61,86.63,2,South,Standard,bank_transfer,0
C0610,43,42,134.68,1,Midwest,Enterprise,credit_card,0
C0611,40,45,75.21,6,West,Standard,bank_transfer,1
C0612,56,60,137.35,3,East,Enterprise,paypal,0
C0613,43,27,142.39,6,South,Enterprise,paypal,0
C0614,67,74,124.97,9,Midwest,Enterprise,bank_transfer,1
C0615,41,52,47.55,10,Midwest,Basic,bank_transfer,0
C0616,35,18,51.68,10,East,Basic,bank_transfer,1
C0617,50,26,79.72,5,South,Standard,paypal,0
C0618,67,45,47.15,9,Midwest,Basic,credit_card,0
C0619,25,1,89.85,4,West,Premium,credit_card,1
C0620,42,92,132.56,6,East,Enterprise,paypal,0
C0621,46,,126.01,10,East,Enterprise,credit_card,0
C0622,68,63,147.35,2,West,Enterprise,credit_card,0
C0623,66,78,138.2,7,Midwest,Enterprise,paypal,1
C0624,49,78,47.03,3,South,Basic,bank_transfer,0
C0625,24,73,140.33,1,Midwest,Enterprise,paypal,0
C0626,39,60,45.61,9,West,Basic,credit_card,1
C0627,64,10,102.94,5,West,Premium,bank_transfer,1
C0628,68,43,131.18,4,South,Enterprise,credit_card,0
C0629,41,94,88.6,7,East,Premium,paypal,0
C0630,61,4,99.6,2,West,Premium,bank_transfer,0
C0631,38,2,47.7,9,East,Basic,paypal,1
C0632,66,31,126.7,8,West,Enterprise,bank_transfer,0
C0633,31,64,142.03,3,Midwest,Enterprise,paypal,0
C0634,44,7,106.64,1,West,Premium,credit_card,1
C0635,56,30,139.77,6,Midwest,Enterprise,bank_transfer,0
C0636,40,58,139.64,8,West,Enterprise,credit_card,1
C0637,49,79,95.71,4,West,Premium,bank_transfer,0
C0638,,,75.52,10,East,Standard,bank_transfer,1
C0639,26,2,124.54,1,Midwest,Enterprise,bank_transfer,1
C0640,24,4,33.48,9,East,Basic,paypal,1
C0641,60,17,139.07,10,East,Enterprise,credit_card,0
C0642,26,82,145.99,4,Midwest,Enterprise,paypal,0
C0643,39,8,132.1,0,South,Enterprise,bank_transfer,0
C0644,34,79,126.64,7,West,Enterprise,credit_card,1
C0645,63,14,140.6,1,West,Enterprise,credit_card,0
C0646,50,3,125.87,10,West,Enterprise,credit_card,1
C0647,47,74,45.4,7,Midwest,Basic,bank_transfer,0
C0648,26,70,62.09,7,West,Standard,paypal,1
C0649,65,39,123.44,10,West,Enterprise,bank_transfer,1
C0650,51,38,66.59,0,Midwest,Standard,paypal,0
C0651,28,81,99.65,10,Midwest,Premium,paypal,1
C0652,68,76,74.72,1,South,Standard,bank_transfer,0
C0653,23,5,88.46,0,Midwest,Premium,credit_card,1
C0654,51,,81.27,3,West,Standard,credit_card,0
C0655,61,6,80.23,2,West,Standard,credit_card,0
C0656,28,59,83.72,1,West,Standard,credit_card,0
C0657,26,26,130.77,10,Midwest,Enterprise,bank_transfer,0
C0658,30,42,81.87,9,East,Standard,bank_transfer,0
C0659,48,22,101.39,7,East,Premium,paypal,0
C0660,,79,142.22,0,Midwest,Enterprise,credit_card,0
C0661,67,84,97.82,7,East,Premium,credit_card,0
C0662,48,31,77.87,0,East,Standard,paypal,0
C0663,41,45,122.12,3,East,Enterprise,credit_card,0
C0664,56,65,74.07,10,East,Standard,bank_transfer,0
C0665,65,61,126.58,10,West,Enterprise,credit_card,1
C0666,43,79,123.13,0,East,Enterprise,credit_card,0
C0667,37,93,137.41,5,Midwest,Enterprise,credit_card,1
C0668,36,13,81.18,3,Midwest,Standard,credit_card,0
C0669,49,19,86.13,7,East,Standard,bank_transfer,0
C0670,62,46,92.26,2,West,Premium,paypal,0
C0671,51,59,126.45,5,East,Enterprise,bank_transfer,1
C0672,61,22,64.25,8,Midwest,Standard,credit_card,1
C0673,22,94,141.14,3,East,Enterprise,bank_transfer,0
C0674,59,20,42.86,0,West,Basic,bank_transfer,0
C0675,52,90,43.76,3,West,Basic,paypal,0
C0676,35,17,94.69,10,West,Premium,credit_card,1
C0677,51,74,57.39,7,East,Basic,paypal,0
C0678,62,60,54.37,1,Midwest,Basic,paypal,0
C0679,39,90,82.48,1,South,Standard,paypal,0
C0680,45,7,41.96,7,West,Basic,bank_transfer,1
C0681,26,72,65.6,5,East,Standard,paypal,0
C0682,59,90,81.58,3,South,Standard,bank_transfer,0
C0683,25,9,95.98,7,West,Premium,bank_transfer,1
C0684,40,58,107.8,1,East,Premium,bank_transfer,0
C0685,40,10,36.28,1,East,Basic,bank_transfer,0
C0686,62,3,97.83,10,East,Premium,bank_transfer,1
C0687,23,38,63.64,3,South,Standard,bank_transfer,0
C0688,42,63,133.91,9,East,Enterprise,bank_transfer,0
C0689,45,37,35.86,4,Midwest,Basic,credit_card,0
C0690,40,24,83.82,10,East,Standard,credit_card,0
C0691,58,17,128.77,2,East,Enterprise,paypal,0
C0692,31,48,136.04,2,South,Enterprise,credit_card,0
C0693,31,59,91.06,8,South,Premium,paypal,0
C0694,58,86,82.79,7,South,Standard,paypal,0
C0695,30,87,40.01,6,East,Basic,bank_transfer,0
C0696,63,25,82.31,4,East,Standard,credit_card,0
C0697,64,12,127.06,5,West,Enterprise,paypal,0
C0698,49,48,131.69,4,South,Enterprise,bank_transfer,0
C0699,27,28,141.28,6,Midwest,Enterprise,bank_transfer,1
C0700,49,94,125.63,9,West,Enterprise,credit_card,0
C0701,55,43,56.26,9,Midwest,Basic,credit_card,0
C0702,48,23,140.47,2,East,Enterprise,credit_card,0
C0703,41,75,99.85,7,East,Premium,credit_card,0
C0704,62,82,125.23,10,South,Enterprise,bank_transfer,0
C0705,37,4,51.88,7,West,Basic,paypal,1
C0706,,81,147.33,1,South,Enterprise,paypal,0
C0707,59,8,70.31,2,South,Standard,credit_card,0
C0708,44,7,94.58,10,West,Premium,paypal,1
C0709,28,77,76.14,5,South,Standard,bank_transfer,1
C0710,31,2,75.47,5,Midwest,Standard,bank_transfer,1
C0711,35,20,83.62,8,West,Standard,bank_transfer,0
C0712,30,3,131.05,5,East,Enterprise,bank_transfer,1
C0713,33,91,87.75,1,East,Premium,credit_card,0
C0714,35,17,43.04,1,West,Basic,credit_card,0
C0715,28,5,44.2,4,West,Basic,credit_card,1
C0716,,78,77.28,3,East,Standard,paypal,0
C0717,39,75,96.16,8,East,Premium,paypal,1
C0718,22,68,80.61,4,East,Standard,paypal,0
C0719,35,65,131.53,9,East,Enterprise,bank_transfer,0
C0720,46,55,75.37,6,West,Standard,bank_transfer,0
C0721,53,47,101.49,0,West,Premium,bank_transfer,0
C0722,60,95,104.86,7,East,Premium,paypal,1
C0723,34,9,146.42,5,East,Enterprise,credit_card,1
C0724,55,85,35.1,6,Midwest,Basic,paypal,1
C0725,32,9,112.36,5,East,Premium,paypal,1
C0726,68,64,106.89,9,South,Premium,paypal,1
C0727,47,63,90.83,7,West,Premium,credit_card,1
C0728,30,4,51.18,1,Midwest,Basic,paypal,0
C0729,65,42,69.87,9,West,Standard,credit_card,1
C0730,,38,134.75,4,South,Enterprise,paypal,0
C0731,49,16,133.7,6,Midwest,Enterprise,bank_transfer,0
C0732,41,91,74.78,2,South,Standard,paypal,0
C0733,65,63,134.37,2,West,Enterprise,bank_transfer,0
C0734,61,87,106.93,4,South,Premium,credit_card,0
C0735,45,45,51.9,10,South,Basic,bank_transfer,0
C0736,48,45,49.19,3,East,Basic,paypal,0
C0737,26,40,40.78,0,South,Basic,credit_card,0
C0738,54,54,87.53,7,West,Premium,bank_transfer,1
C0739,28,63,49.96,3,South,Basic,bank_transfer,0
C0740,32,79,96.45,6,East,Premium,bank_transfer,0
C0741,40,34,39.73,9,Midwest,Basic,credit_card,1
C0742,59,13,94.11,9,Midwest,Premium,bank_transfer,0
C0743,41,65,98.26,8,South,Premium,credit_card,1
C0744,51,86,84.9,10,East,Standard,paypal,0
C0745,51,35,146.3,10,West,Enterprise,paypal,0
C0746,31,96,108.95,6,South,Premium,credit_card,0
C0747,40,83,68.67,9,East,Standard,bank_transfer,0
C0748,37,40,134.62,6,Midwest,Enterprise,paypal,0
C0749,23,34,104.13,2,West,Premium,paypal,0
C0750,27,41,109.55,6,South,Premium,paypal,0
C0751,30,31,46.85,8,West,Basic,paypal,1
C0752,38,64,38.19,1,South,Basic,bank_transfer,0
C0753,37,55,65.75,2,East,Standard,bank_transfer,0
C0754,25,63,105.19,1,South,Premium,paypal,0
C0755,39,19,99.36,5,South,Premium,credit_card,1
C0756,25,89,68.58,6,South,Standard,paypal,1
C0757,56,31,132.1,6,South,Enterprise,bank_transfer,0
C0758,41,27,85.81,10,South,Standard,paypal,0
C0759,27,63,141.16,5,Midwest,Enterprise,credit_card,1
C0760,44,54,98.78,0,West,Premium,paypal,0
C0761,30,1,127.2,4,South,Enterprise,paypal,0
C0762,67,84,84.02,10,Midwest,Standard,bank_transfer,0
C0763,38,23,107.79,3,West,Premium,bank_transfer,0
C0764,58,29,56.65,8,East,Basic,credit_card,1
C0765,32,7,138.07,9,South,Enterprise,credit_card,1
C0766,58,16,50.68,6,Midwest,Basic,paypal,0
C0767,34,35,106.41,6,East,Premium,bank_transfer,0
C0768,40,94,72.88,6,East,Standard,credit_card,0
C0769,50,32,102.16,10,Midwest,Premium,credit_card,0
C0770,66,51,80.55,6,South,Standard,credit_card,0
C0771,37,61,112.92,10,West,Premium,credit_card,1
C0772,47,86,90.44,8,West,Premium,paypal,0
C0773,43,60,64.33,8,Midwest,Standard,credit_card,0
C0774,30,64,106.44,6,South,Premium,bank_transfer,1
C0775,55,41,145.21,5,Midwest,Enterprise,credit_card,1
C0776,50,7,65.86,3,East,Standard,credit_card,1
C0777,49,15,123.06,5,Midwest,Enterprise,bank_transfer,1
C0778,31,16,89.43,4,East,Premium,credit_card,0
C0779,64,75,77.17,0,East,Standard,bank_transfer,0
C0780,28,43,39.39,10,West,Basic,bank_transfer,1
C0781,42,,34.11,10,Midwest,Basic,bank_transfer,0
C0782,24,84,130.45,9,East,Enterprise,credit_card,1
C0783,25,96,46.23,9,Midwest,Basic,credit_card,1
C0784,47,12,54.16,2,Midwest,Basic,bank_transfer,0
C0785,31,16,99.76,6,South,Premium,paypal,1
C0786,45,66,74.73,6,Midwest,Standard,bank_transfer,1
C0787,49,48,73.29,6,West,Standard,credit_card,1
C0788,36,83,86.2,8,West,Standard,bank_transfer,0
C0789,52,39,87.59,10,South,Standard,credit_card,1
C0790,57,10,45.35,8,Midwest,Basic,bank_transfer,0
C0791,38,46,102.22,8,West,Premium,credit_card,1
C0792,47,6,42.82,4,South,Basic,paypal,0
C0793,38,,67.49,1,South,Standard,paypal,0
C0794,47,15,36.47,7,Midwest,Basic,paypal,0
C0795,60,93,129.87,9,South,Enterprise,paypal,1
C0796,30,2,64.91,0,East,Standard,credit_card,0
C0797,,56,64.24,7,East,Standard,bank_transfer,0
C0798,31,95,147.06,7,West,Enterprise,bank_transfer,1
C0799,47,7,87.2,10,Midwest,Premium,bank_transfer,1
C0800,57,38,44.67,7,Midwest,Basic,credit_card,0
C0801,42,71,38.96,10,Midwest,Basic,bank_transfer,0
C0802,44,58,122.54,4,East,Enterprise,bank_transfer,0
C0803,59,88,110.97,10,Midwest,Premium,credit_card,1
C0804,48,87,107.7,2,East,Premium,bank_transfer,0
C0805,34,21,124.62,6,Midwest,Enterprise,bank_transfer,0
C0806,23,46,96.28,2,East,Premium,paypal,0
C0807,29,80,65.14,3,Midwest,Standard,bank_transfer,0
C0808,57,35,84.19,8,West,Standard,paypal,0
C0809,51,15,52.32,9,West,Basic,paypal,0
C0810,29,27,91.08,4,Midwest,Premium,paypal,0
C0811,63,,108.3,1,East,Premium,bank_transfer,0
C0812,52,44,100.13,1,South,Premium,bank_transfer,0
C0813,31,68,142.47,2,Midwest,Enterprise,bank_transfer,0
C0814,55,88,111.54,7,East,Premium,credit_card,1
C0815,42,52,73.29,6,West,Standard,paypal,0
C0816,62,,97.9,10,South,Premium,paypal,0
C0817,39,68,80.21,7,East,Standard,paypal,1
C0818,66,45,142.16,4,West,Enterprise,credit_card,0
C0819,30,67,92.56,8,South,Premium,paypal,0
C0820,23,70,93.27,4,Midwest,Premium,paypal,0
C0821,38,,90.22,10,West,Premium,bank_transfer,0
C0822,43,31,71.11,4,East,Standard,paypal,0
C0823,42,67,83.39,5,Midwest,Standard,credit_card,0
C0824,27,12,43.05,2,Midwest,Basic,credit_card,0
C0825,47,76,144.67,9,Midwest,Enterprise,paypal,1
C0826,53,94,143.42,2,East,Enterprise,bank_transfer,0
C0827,55,16,73.84,0,East,Standard,paypal,0
C0828,48,15,41.61,4,West,Basic,paypal,0
C0829,45,39,99.63,2,East,Premium,paypal,0
C0830,40,28,83.3,7,West,Standard,credit_card,1
C0831,48,62,101.71,5,Midwest,Premium,bank_transfer,1
C0832,62,59,139.35,2,South,Enterprise,credit_card,0
C0833,36,51,101.07,10,Midwest,Premium,paypal,0
C0834,67,4,101.59,1,West,Premium,credit_card,1
C0835,58,,81.51,8,West,Standard,credit_card,1
C0836,35,32,124.2,8,South,Enterprise,bank_transfer,1
C0837,23,44,126.69,0,South,Enterprise,bank_transfer,0
C0838,56,22,90.74,4,West,Premium,credit_card,0
C0839,25,79,91.72,0,South,Premium,bank_transfer,0
C0840,42,34,146.48,1,West,Enterprise,credit_card,0
C0841,53,66,146.68,4,West,Enterprise,bank_transfer,0
C0842,23,53,85.76,0,South,Standard,paypal,0
C0843,57,84,69.92,6,Midwest,Standard,credit_card,1
C0844,45,70,82.33,8,Midwest,Standard,paypal,0
C0845,61,38,62.01,7,South,Standard,paypal,0
C0846,44,81,77.21,8,South,Standard,credit_card,0
C0847,41,12,140.16,2,South,Enterprise,bank_transfer,0
C0848,42,88,103.51,7,South,Premium,credit_card,1
C0849,,,55.76,2,West,Basic,paypal,0
C0850,33,53,141.82,8,West,Enterprise,paypal,0
C0851,64,57,41.18,6,South,Basic,bank_transfer,0
C0852,22,16,131.63,3,Midwest,Enterprise,credit_card,0
C0853,65,91,91.98,9,South,Premium,paypal,0
C0854,45,5,99.81,9,East,Premium,credit_card,1
C0855,29,36,126.43,3,East,Enterprise,credit_card,1
C0856,38,73,84.91,4,East,Standard,paypal,0
C0857,56,79,104.7,7,West,Premium,bank_transfer,0
C0858,48,36,49.68,7,Midwest,Basic,bank_transfer,1
C0859,36,7,110.88,8,Midwest,Premium,bank_transfer,1
C0860,58,4,87.43,6,West,Standard,credit_card,1
C0861,62,81,32.72,6,West,Basic,paypal,0
C0862,52,31,108.65,5,East,Premium,credit_card,1
C0863,62,58,34.22,0,West,Basic,bank_transfer,0
C0864,30,8,123.42,9,Midwest,Enterprise,credit_card,1
C0865,,49,124.49,6,East,Enterprise,paypal,1
C0866,49,80,40.83,10,West,Basic,bank_transfer,1
C0867,28,2,47.42,3,East,Basic,paypal,1
C0868,68,80,126.83,2,West,Enterprise,credit_card,0
C0869,63,46,102.18,8,East,Premium,credit_card,1
C0870,45,2,63.49,8,West,Standard,bank_transfer,1
C0871,34,9,91.92,7,Midwest,Premium,paypal,1
C0872,43,79,97.89,2,West,Premium,bank_transfer,0
C0873,62,29,74.13,3,East,Standard,bank_transfer,0
C0874,47,24,41.43,1,South,Basic,credit_card,0
C0875,34,81,88.14,0,East,Premium,credit_card,0
C0876,68,23,109.04,3,East,Premium,credit_card,0
C0877,28,3,71.85,1,South,Standard,credit_card,1
C0878,45,85,86.47,9,Midwest,Standard,paypal,0
C0879,30,25,75.85,5,South,Standard,paypal,0
C0880,24,79,84.22,4,East,Standard,bank_transfer,0
C0881,30,66,127.44,1,Midwest,Enterprise,paypal,0
C0882,63,66,99.96,7,East,Premium,bank_transfer,0
C0883,53,61,102.11,10,West,Premium,credit_card,0
C0884,37,51,69.96,6,East,Standard,bank_transfer,0
C0885,27,38,135.49,3,West,Enterprise,bank_transfer,1
C0886,,56,131.56,7,South,Enterprise,bank_transfer,1
C0887,38,83,41.34,1,South,Basic,paypal,0
C0888,39,30,35.08,5,West,Basic,paypal,0
C0889,38,,91.96,9,East,Premium,paypal,1
C0890,41,37,107.36,6,Midwest,Premium,paypal,0
C0891,31,51,67.9,3,Midwest,Standard,credit_card,0
C0892,51,93,130.86,1,South,Enterprise,credit_card,0
C0893,35,57,144.18,0,South,Enterprise,credit_card,0
C0894,22,64,95.84,6,Midwest,Premium,paypal,1
C0895,41,42,46.76,0,East,Basic,credit_card,0
C0896,60,74,147.48,3,Midwest,Enterprise,credit_card,0
C0897,43,73,138.61,4,West,Enterprise,credit_card,0
C0898,66,78,122.7,3,West,Enterprise,bank_transfer,0
C0899,55,9,123.49,8,West,Enterprise,credit_card,1
C0900,32,15,75.95,7,West,Standard,bank_transfer,0
C0901,49,91,126.13,9,South,Enterprise,paypal,0
C0902,39,26,57.77,7,West,Basic,bank_transfer,1
C0903,58,63,134.03,0,West,Enterprise,bank_transfer,0
C0904,41,51,72.79,2,Midwest,Standard,bank_transfer,0
C0905,58,13,140.16,0,East,Enterprise,credit_card,0
C0906,64,9,85.63,6,West,Standard,bank_transfer,0
C0907,42,53,126.29,3,West,Enterprise,bank_transfer,0
C0908,51,49,106.39,3,Midwest,Premium,credit_card,0
C0909,30,42,134.6,1,West,Enterprise,paypal,0
C0910,52,36,66.44,0,West,Standard,credit_card,0
C0911,32,10,49.61,2,Midwest,Basic,bank_transfer,0
C0912,65,69,73.49,0,West,Standard,bank_transfer,0
C0913,,,86.15,5,East,Standard,credit_card,0
C0914,22,44,79.68,1,East,Standard,credit_card,0
C0915,54,14,95.39,10,East,Premium,paypal,0
C0916,49,16,67.56,5,South,Standard,credit_card,0
C0917,46,28,127.72,10,South,Enterprise,paypal,1
C0918,35,53,106.96,7,West,Premium,paypal,1
C0919,58,22,111.93,9,South,Premium,paypal,1
C0920,,18,91.56,5,Midwest,Premium,credit_card,1
C0921,50,49,75.09,0,East,Standard,credit_card,0
C0922,37,95,141.69,9,West,Enterprise,credit_card,0
C0923,31,49,78.69,3,Midwest,Standard,paypal,0
C0924,24,67,138.85,4,West,Enterprise,credit_card,0
C0925,25,86,82.84,3,Midwest,Standard,paypal,0
C0926,26,63,56.8,0,East,Basic,credit_card,0
C0927,35,31,43.08,7,South,Basic,credit_card,0
C0928,37,39,101.99,10,East,Premium,bank_transfer,1
C0929,,49,74.24,6,Midwest,Standard,credit_card,1
C0930,27,39,76.37,2,South,Standard,bank_transfer,0
C0931,57,,123.87,2,Midwest,Enterprise,credit_card,0
C0932,54,94,99.78,6,Midwest,Premium,paypal,0
C0933,59,10,145.01,1,Midwest,Enterprise,paypal,0
C0934,38,93,100.25,7,South,Premium,paypal,0
C0935,37,32,122.9,5,West,Enterprise,paypal,0
C0936,65,19,93.43,9,East,Premium,credit_card,0
C0937,46,51,45.48,3,Midwest,Basic,credit_card,0
C0938,56,85,137.24,6,West,Enterprise,credit_card,1
C0939,31,,86.18,6,South,Standard,credit_card,0
C0940,26,90,135.65,10,South,Enterprise,paypal,1
C0941,67,18,74.65,8,West,Standard,bank_transfer,1
C0942,25,96,83.04,3,South,Standard,bank_transfer,0
C0943,62,22,39.62,6,West,Basic,bank_transfer,0
C0944,52,63,32.25,4,West,Basic,paypal,0
C0945,35,67,41.77,8,South,Basic,bank_transfer,0
C0946,43,48,112.99,3,South,Premium,paypal,0
C0947,44,43,32.08,6,East,Basic,credit_card,1
C0948,66,,98.75,10,Midwest,Premium,paypal,1
C0949,62,42,48.48,0,South,Basic,paypal,0
C0950,61,11,98.13,7,West,Premium,paypal,1
C0951,31,67,35.32,1,South,Basic,paypal,0
C0952,50,15,139.23,3,East,Enterprise,credit_card,0
C0953,27,14,147.83,0,East,Enterprise,bank_transfer,0
C0954,38,86,146.74,10,West,Enterprise,paypal,0
C0955,53,12,109.67,9,West,Premium,paypal,0
C0956,68,49,143.02,3,South,Enterprise,credit_card,0
C0957,59,25,46.89,2,South,Basic,bank_transfer,0
C0958,59,69,84.03,6,South,Standard,bank_transfer,0
C0959,36,14,122.24,7,South,Enterprise,credit_card,1
C0960,51,19,90.79,10,West,Premium,paypal,0
C0961,29,36,138.41,3,Midwest,Enterprise,bank_transfer,0
C0962,31,92,84.05,3,West,Standard,credit_card,0
C0963,64,21,46.25,5,Midwest,Basic,paypal,0
C0964,47,10,94.34,3,Midwest,Premium,credit_card,0
C0965,25,91,98.9,2,East,Premium,bank_transfer,0
C0966,35,96,81.12,0,South,Standard,paypal,0
C0967,31,49,139.67,2,West,Enterprise,credit_card,0
C0968,25,16,102.43,2,Midwest,Premium,credit_card,0
C0969,41,89,78.97,6,West,Standard,bank_transfer,0
C0970,45,2,35.03,1,Midwest,Basic,paypal,1
C0971,58,62,105.04,1,East,Premium,bank_transfer,0
C0972,41,74,64.59,1,East,Standard,bank_transfer,0
C0973,55,63,45.49,9,West,Basic,credit_card,0
C0974,33,1,142.81,1,West,Enterprise,credit_card,1
C0975,57,33,34.2,1,South,Basic,bank_transfer,0
C0976,64,1,69.82,8,South,Standard,paypal,1
C0977,66,41,102.76,8,East,Premium,paypal,0
